"ensembl_gene_id"	"drerio_homolog_ensembl_gene"	"drerio_homolog_orthology_confidence"	"drerio_homolog_orthology_type"	"drerio_homolog_associated_gene_name"	"external_gene_name"
"32383"	"ENSMUSG00000074282"	NA	NA	NA	NA	"Zfp94"
"32384"	"ENSMUSG00000110598"	NA	NA	NA	NA	"Gm45854"
"32385"	"ENSMUSG00000110635"	NA	NA	NA	NA	"Gm45853"
"32386"	"ENSMUSG00000110427"	NA	NA	NA	NA	"4933406B17Rik"
"32387"	"ENSMUSG00000031577"	"ENSDARG00000073773"	0	"ortholog_one2one"	NA	"Tti2"
"32388"	"ENSMUSG00000098413"	NA	NA	NA	NA	"Mir6990"
"32389"	"ENSMUSG00000050623"	NA	NA	NA	NA	"Catsperz"
"32390"	"ENSMUSG00000099491"	NA	NA	NA	NA	"4930533D04Rik"
"32391"	"ENSMUSG00000114345"	NA	NA	NA	NA	"Gm10873"
"32392"	"ENSMUSG00000102200"	NA	NA	NA	NA	"Gm36957"
"32393"	"ENSMUSG00000067575"	NA	NA	NA	NA	"Rpl35a-ps3"
"32394"	"ENSMUSG00000000365"	"ENSDARG00000056387"	0	"ortholog_one2one"	NA	"Rnf17"
"32395"	"ENSMUSG00000032478"	"ENSDARG00000016138"	0	"ortholog_one2one"	"nme6"	"Nme6"
"32396"	"ENSMUSG00000098100"	NA	NA	NA	NA	"Gm7572"
"32397"	"ENSMUSG00000024008"	"ENSDARG00000070919"	0	"ortholog_one2many"	"cpne5b"	"Cpne5"
"32398"	"ENSMUSG00000024008"	"ENSDARG00000061466"	0	"ortholog_one2many"	"cpne5a"	"Cpne5"
"32399"	"ENSMUSG00000098170"	NA	NA	NA	NA	"Gm3890"
"32400"	"ENSMUSG00000027820"	"ENSDARG00000076950"	0	"ortholog_one2one"	NA	"Mme"
"32401"	"ENSMUSG00000091997"	NA	NA	NA	NA	"Gm6611"
"32402"	"ENSMUSG00000078489"	NA	NA	NA	NA	"Gm17106"
"32403"	"ENSMUSG00000070225"	NA	NA	NA	NA	"n-R5s33"
"32404"	"ENSMUSG00000035578"	"ENSDARG00000068678"	0	"ortholog_one2one"	"iqcg"	"Iqcg"
"32405"	"ENSMUSG00000108567"	NA	NA	NA	NA	"Gm44513"
"32406"	"ENSMUSG00000082802"	NA	NA	NA	NA	"Gm15465"
"32407"	"ENSMUSG00000118562"	NA	NA	NA	NA	"Gm17982"
"32408"	"ENSMUSG00000055826"	"ENSDARG00000030839"	0	"ortholog_many2many"	"tescb"	"Tescl"
"32409"	"ENSMUSG00000055826"	"ENSDARG00000028346"	0	"ortholog_many2many"	"tesca"	"Tescl"
"32410"	"ENSMUSG00000024959"	NA	NA	NA	NA	"Bad"
"32411"	"ENSMUSG00000030751"	"ENSDARG00000101560"	0	"ortholog_one2one"	"psma1"	"Psma1"
"32412"	"ENSMUSG00000006390"	"ENSDARG00000099960"	0	"ortholog_one2many"	"elovl1a"	"Elovl1"
"32413"	"ENSMUSG00000006390"	"ENSDARG00000103735"	0	"ortholog_one2many"	"elovl1b"	"Elovl1"
"32414"	"ENSMUSG00000060636"	"ENSDARG00000088030"	0	"ortholog_one2one"	"rpl35a"	"Rpl35a"
"32415"	"ENSMUSG00000047515"	NA	NA	NA	NA	"BC049715"
"32416"	"ENSMUSG00000037499"	"ENSDARG00000040192"	0	"ortholog_one2one"	"nenf"	"Nenf"
"32417"	"ENSMUSG00000064057"	NA	NA	NA	NA	"Scgb3a1"
"32418"	"ENSMUSG00000036598"	"ENSDARG00000006981"	0	"ortholog_one2one"	"ccdc113"	"Ccdc113"
"32419"	"ENSMUSG00000001424"	"ENSDARG00000006766"	0	"ortholog_one2one"	"snd1"	"Snd1"
"32420"	"ENSMUSG00000088506"	NA	NA	NA	NA	"Gm24409"
"32421"	"ENSMUSG00002076568"	"ENSDARG00000081937"	1	"ortholog_one2many"	NA	"Gm56130"
"32422"	"ENSMUSG00000083777"	NA	NA	NA	NA	"Gm13361"
"32423"	"ENSMUSG00000060795"	NA	NA	NA	NA	"Gm13363"
"32424"	"ENSMUSG00000082164"	NA	NA	NA	NA	"Gm13360"
"32425"	"ENSMUSG00000026627"	"ENSDARG00000012271"	0	"ortholog_one2one"	"pacc1"	"Pacc1"
"32426"	"ENSMUSG00000081128"	NA	NA	NA	NA	"Gm13328"
"32427"	"ENSMUSG00000118880"	NA	NA	NA	NA	"Gm23970"
"32428"	"ENSMUSG00000091457"	NA	NA	NA	NA	"Gm17171"
"32429"	"ENSMUSG00000085477"	NA	NA	NA	NA	"Gm13335"
"32430"	"ENSMUSG00000020362"	"ENSDARG00000008255"	0	"ortholog_one2many"	"cnot6a"	"Cnot6"
"32431"	"ENSMUSG00000020362"	"ENSDARG00000101072"	0	"ortholog_one2many"	"cnot6b"	"Cnot6"
"32432"	"ENSMUSG00002076489"	NA	NA	NA	NA	"Gm56138"
"32433"	"ENSMUSG00000086418"	NA	NA	NA	NA	"Gm13362"
"32434"	"ENSMUSG00000110577"	NA	NA	NA	NA	"1700112L15Rik"
"32435"	"ENSMUSG00002075347"	NA	NA	NA	NA	"Gm56074"
"32436"	"ENSMUSG00000031505"	"ENSDARG00000077119"	1	"ortholog_one2one"	"naxd"	"Naxd"
"32437"	"ENSMUSG00000095616"	NA	NA	NA	NA	"Gm26244"
"32438"	"ENSMUSG00000121912"	NA	NA	NA	NA	NA
"32439"	"ENSMUSG00000030484"	NA	NA	NA	NA	"Lypd5"
"32440"	"ENSMUSG00000117510"	NA	NA	NA	NA	"Gm50032"
"32441"	"ENSMUSG00000117512"	NA	NA	NA	NA	"Gm7156"
"32442"	"ENSMUSG00000117492"	NA	NA	NA	NA	"Gm19052"
"32443"	"ENSMUSG00000117552"	NA	NA	NA	NA	"Gm5686"
"32444"	"ENSMUSG00000117363"	NA	NA	NA	NA	"Gm50033"
"32445"	"ENSMUSG00002076537"	NA	NA	NA	NA	"Gm55189"
"32446"	"ENSMUSG00000061689"	"ENSDARG00000060849"	0	"ortholog_one2many"	NA	"Dlgap4"
"32447"	"ENSMUSG00000061689"	"ENSDARG00000012823"	0	"ortholog_one2many"	"DLGAP4"	"Dlgap4"
"32448"	"ENSMUSG00002076538"	NA	NA	NA	NA	"Gm54389"
"32449"	"ENSMUSG00000054745"	NA	NA	NA	NA	"Gm9955"
"32450"	"ENSMUSG00000034295"	"ENSDARG00000063682"	0	"ortholog_one2many"	NA	"Fhod3"
"32451"	"ENSMUSG00000034295"	"ENSDARG00000061904"	0	"ortholog_one2many"	"FHOD3"	"Fhod3"
"32452"	"ENSMUSG00000026023"	"ENSDARG00000006093"	1	"ortholog_one2one"	"cdk15"	"Cdk15"
"32453"	"ENSMUSG00000030530"	"ENSDARG00000062909"	0	"ortholog_one2many"	"furina"	"Furin"
"32454"	"ENSMUSG00000030530"	"ENSDARG00000070971"	0	"ortholog_one2many"	"furinb"	"Furin"
"32455"	"ENSMUSG00000024960"	"ENSDARG00000068246"	0	"ortholog_one2one"	"plcb3"	"Plcb3"
"32456"	"ENSMUSG00000038357"	NA	NA	NA	NA	"Camp"
"32457"	"ENSMUSG00000117610"	NA	NA	NA	NA	"Gm50054"
"32458"	"ENSMUSG00000024007"	"ENSDARG00000015422"	0	"ortholog_one2one"	"ppil1"	"Ppil1"
"32459"	"ENSMUSG00000071392"	"ENSDARG00000091471"	0	"ortholog_one2one"	"ECT2L"	"Ect2l"
"32460"	"ENSMUSG00000022802"	"ENSDARG00000061265"	1	"ortholog_one2one"	"LMLN"	"Lmln"
"32461"	"ENSMUSG00000032477"	"ENSDARG00000075599"	0	"ortholog_many2many"	"cdc25d"	"Cdc25a"
"32462"	"ENSMUSG00000032477"	"ENSDARG00000010792"	0	"ortholog_many2many"	"cdc25b"	"Cdc25a"
"32463"	"ENSMUSG00000006398"	"ENSDARG00000100741"	0	"ortholog_one2one"	"cdc20"	"Cdc20"
"32464"	"ENSMUSG00000083061"	NA	NA	NA	NA	"Gm12191"
"32465"	"ENSMUSG00000081570"	NA	NA	NA	NA	"Gm12192"
"32466"	"ENSMUSG00002076248"	NA	NA	NA	NA	"Gm55768"
"32467"	"ENSMUSG00000081934"	NA	NA	NA	NA	"Gm12193"
"32468"	"ENSMUSG00000020363"	"ENSDARG00000044094"	0	"ortholog_one2one"	"gfpt2"	"Gfpt2"
"32469"	"ENSMUSG00000117614"	NA	NA	NA	NA	"Gm50068"
"32470"	"ENSMUSG00002076382"	NA	NA	NA	NA	"Gm55399"
"32471"	"ENSMUSG00000088860"	NA	NA	NA	NA	"Mir1947"
"32472"	"ENSMUSG00000052712"	"ENSDARG00000078301"	0	"ortholog_one2one"	"zgc:162255"	"BC004004"
"32473"	"ENSMUSG00000089109"	NA	NA	NA	NA	"Gm23916"
"32474"	"ENSMUSG00000022808"	"ENSDARG00000022659"	1	"ortholog_one2one"	"snx4"	"Snx4"
"32475"	"ENSMUSG00000088761"	NA	NA	NA	NA	"Gm24392"
"32476"	"ENSMUSG00000064128"	"ENSDARG00000018121"	0	"ortholog_one2many"	NA	"Cenpj"
"32477"	"ENSMUSG00000096508"	"ENSDARG00000036493"	0	"ortholog_one2many"	NA	"Pramel3b"
"32478"	"ENSMUSG00000081921"	NA	NA	NA	NA	"Gm12858"
"32479"	"ENSMUSG00000041936"	"ENSDARG00000079388"	0	"ortholog_one2one"	"agrn"	"Agrn"
"32480"	"ENSMUSG00000059554"	"ENSDARG00000022983"	0	"ortholog_one2one"	"ccdc28a"	"Ccdc28a"
"32481"	"ENSMUSG00000104920"	NA	NA	NA	NA	"Gm43215"
"32482"	"ENSMUSG00000121060"	NA	NA	NA	NA	"Gm32702"
"32483"	"ENSMUSG00000121063"	NA	NA	NA	NA	"Gm56614"
"32484"	"ENSMUSG00000105275"	NA	NA	NA	NA	"Gm43214"
"32485"	"ENSMUSG00000113204"	NA	NA	NA	NA	"Gm46430"
"32486"	"ENSMUSG00000029254"	NA	NA	NA	NA	"Stap1"
"32487"	"ENSMUSG00000054994"	"ENSDARG00000036493"	0	"ortholog_one2many"	NA	"Pramel3e"
"32488"	"ENSMUSG00000099922"	NA	NA	NA	NA	"Gm29016"
"32489"	"ENSMUSG00000120021"	NA	NA	NA	NA	"Gm56616"
"32490"	"ENSMUSG00000079432"	"ENSDARG00000036493"	0	"ortholog_one2many"	NA	"Pramel3d"
"32491"	"ENSMUSG00000104502"	NA	NA	NA	NA	"Gm37737"
"32492"	"ENSMUSG00000026626"	"ENSDARG00000027017"	1	"ortholog_one2one"	"PPP2R5A"	"Ppp2r5a"
"32493"	"ENSMUSG00000113642"	NA	NA	NA	NA	"Gm49329"
"32494"	"ENSMUSG00000113543"	NA	NA	NA	NA	"Gm36264"
"32495"	"ENSMUSG00000067360"	"ENSDARG00000036493"	0	"ortholog_one2many"	NA	"Pramel3a"
"32496"	"ENSMUSG00000120899"	NA	NA	NA	NA	"Gm56617"
"32497"	"ENSMUSG00000040605"	"ENSDARG00000044781"	0	"ortholog_one2one"	"bace2"	"Bace2"
"32498"	"ENSMUSG00000113346"	NA	NA	NA	NA	"Eprn"
"32499"	"ENSMUSG00000121307"	NA	NA	NA	NA	NA
"32500"	"ENSMUSG00000044162"	NA	NA	NA	NA	"Tnip3"
"32501"	"ENSMUSG00000018501"	"ENSDARG00000035285"	1	"ortholog_one2one"	"ncor1"	"Ncor1"
"32502"	"ENSMUSG00000113536"	NA	NA	NA	NA	"Gm49327"
"32503"	"ENSMUSG00000014164"	"ENSDARG00000056647"	0	"ortholog_one2one"	"KLHL3"	"Klhl3"
"32504"	"ENSMUSG00000030671"	"ENSDARG00000062190"	1	"ortholog_one2one"	"PDE3B"	"Pde3b"
"32505"	"ENSMUSG00000094004"	"ENSDARG00000036493"	0	"ortholog_one2many"	NA	"Pramel3c"
"32506"	"ENSMUSG00000096977"	NA	NA	NA	NA	"Gm10827"
"32507"	"ENSMUSG00000121309"	NA	NA	NA	NA	NA
"32508"	"ENSMUSG00000095564"	NA	NA	NA	NA	"Gm20474"
"32509"	"ENSMUSG00002075720"	NA	NA	NA	NA	"Gm55481"
"32510"	"ENSMUSG00000110762"	NA	NA	NA	NA	"Gm48229"
"32511"	"ENSMUSG00000054509"	"ENSDARG00000069934"	0	"ortholog_one2one"	NA	"Parp4"
"32512"	"ENSMUSG00000121338"	NA	NA	NA	NA	NA
"32513"	"ENSMUSG00000039835"	"ENSDARG00000042627"	0	"ortholog_one2many"	"NHSL1"	"Nhsl1"
"32514"	"ENSMUSG00000039835"	"ENSDARG00000054537"	0	"ortholog_one2many"	NA	"Nhsl1"
"32515"	"ENSMUSG00000113817"	NA	NA	NA	NA	"Gm21056"
"32516"	"ENSMUSG00000121355"	NA	NA	NA	NA	NA
"32517"	"ENSMUSG00000113134"	NA	NA	NA	NA	"Gm18795"
"32518"	"ENSMUSG00000032531"	"ENSDARG00000061923"	0	"ortholog_one2many"	"amotl2a"	"Amotl2"
"32519"	"ENSMUSG00000032531"	"ENSDARG00000061948"	0	"ortholog_one2many"	"amotl2b"	"Amotl2"
"32520"	"ENSMUSG00000116686"	NA	NA	NA	NA	"Gm49681"
"32521"	"ENSMUSG00000116929"	NA	NA	NA	NA	"2210009P08Rik"
"32522"	"ENSMUSG00000104336"	NA	NA	NA	NA	"Gm34240"
"32523"	"ENSMUSG00000102289"	NA	NA	NA	NA	"Gm31258"
"32524"	"ENSMUSG00000103972"	NA	NA	NA	NA	"Gm37466"
"32525"	"ENSMUSG00000103476"	NA	NA	NA	NA	"Strit1"
"32526"	"ENSMUSG00000102205"	NA	NA	NA	NA	"9430092D12Rik"
"32527"	"ENSMUSG00000102883"	NA	NA	NA	NA	"Gm37279"
"32528"	"ENSMUSG00000121356"	NA	NA	NA	NA	NA
"32529"	"ENSMUSG00002076226"	NA	NA	NA	NA	"Gm55576"
"32530"	"ENSMUSG00000103916"	NA	NA	NA	NA	"Gm38071"
"32531"	"ENSMUSG00000041075"	"ENSDARG00000060004"	1	"ortholog_one2many"	"fzd7a"	"Fzd7"
"32532"	"ENSMUSG00000041075"	"ENSDARG00000027589"	1	"ortholog_one2many"	"fzd7b"	"Fzd7"
"32533"	"ENSMUSG00000103805"	NA	NA	NA	NA	"Gm37063"
"32534"	"ENSMUSG00000058388"	"ENSDARG00000057708"	0	"ortholog_one2one"	"phtf1"	"Phtf1"
"32535"	"ENSMUSG00000102575"	NA	NA	NA	NA	"Gm37241"
"32536"	"ENSMUSG00000031411"	"ENSDARG00000036493"	0	"ortholog_one2many"	NA	"Pramex1"
"32537"	"ENSMUSG00000077962"	NA	NA	NA	NA	"Mir874"
"32538"	"ENSMUSG00000097819"	NA	NA	NA	NA	"Gm26813"
"32539"	"ENSMUSG00000007836"	NA	NA	NA	NA	"Hnrnpa0"
"32540"	"ENSMUSG00000103932"	NA	NA	NA	NA	"Gm36963"
"32541"	"ENSMUSG00000103851"	NA	NA	NA	NA	"Gm37606"
"32542"	"ENSMUSG00000103433"	NA	NA	NA	NA	"Gm2272"
"32543"	"ENSMUSG00000041449"	NA	NA	NA	NA	"Serpina3h"
"32544"	"ENSMUSG00000065530"	"ENSDARG00000081315"	1	"ortholog_one2many"	"dre-mir-99-2"	"Mir99a"
"32545"	"ENSMUSG00000065530"	"ENSDARG00000082197"	1	"ortholog_one2many"	"dre-mir-99-1"	"Mir99a"
"32546"	"ENSMUSG00000065557"	"ENSDARG00000080238"	0	"ortholog_one2many"	"mirlet7c-2"	"Mirlet7c-1"
"32547"	"ENSMUSG00000065557"	"ENSDARG00000081442"	0	"ortholog_one2many"	"mirlet7c-1"	"Mirlet7c-1"
"32548"	"ENSMUSG00000103049"	NA	NA	NA	NA	"Gm37311"
"32549"	"ENSMUSG00000120272"	NA	NA	NA	NA	"Gm56576"
"32550"	"ENSMUSG00000103114"	NA	NA	NA	NA	"Gm32200"
"32551"	"ENSMUSG00000065472"	NA	NA	NA	NA	"Mir125b-2"
"32552"	"ENSMUSG00000097717"	NA	NA	NA	NA	"1700066J03Rik"
"32553"	"ENSMUSG00000102854"	NA	NA	NA	NA	"C130023A14Rik"
"32554"	"ENSMUSG00000102267"	NA	NA	NA	NA	"9530003O04Rik"
"32555"	"ENSMUSG00000102562"	NA	NA	NA	NA	"Gm37694"
"32556"	"ENSMUSG00000104341"	NA	NA	NA	NA	"Gm37688"
"32557"	"ENSMUSG00000091193"	NA	NA	NA	NA	"Gm17333"
"32558"	"ENSMUSG00000121484"	NA	NA	NA	NA	"Serpina3h"
"32559"	"ENSMUSG00000103517"	NA	NA	NA	NA	"Gm37432"
"32560"	"ENSMUSG00000031428"	NA	NA	NA	NA	"Zcchc18"
"32561"	"ENSMUSG00000116886"	NA	NA	NA	NA	"Gm49589"
"32562"	"ENSMUSG00000114309"	NA	NA	NA	NA	"Gm48295"
"32563"	"ENSMUSG00000102246"	NA	NA	NA	NA	"9430037O13Rik"
"32564"	"ENSMUSG00000108436"	NA	NA	NA	NA	"Gm44851"
"32565"	"ENSMUSG00002075308"	NA	NA	NA	NA	"Gm54815"
"32566"	"ENSMUSG00000047361"	NA	NA	NA	NA	"Gm973"
"32567"	"ENSMUSG00000103149"	NA	NA	NA	NA	"AA914427"
"32568"	"ENSMUSG00000050002"	NA	NA	NA	NA	"Idnk"
"32569"	"ENSMUSG00000064859"	NA	NA	NA	NA	"Gm24524"
"32570"	"ENSMUSG00000120015"	NA	NA	NA	NA	"Gm41452"
"32571"	"ENSMUSG00000115936"	NA	NA	NA	NA	"4833415N18Rik"
"32572"	"ENSMUSG00000059851"	"ENSDARG00000075461"	0	"ortholog_one2one"	"kmt5c"	"Kmt5c"
"32573"	"ENSMUSG00000029416"	"ENSDARG00000102612"	1	"ortholog_one2one"	"slc15a4"	"Slc15a4"
"32574"	"ENSMUSG00000120089"	NA	NA	NA	NA	"Gm56594"
"32575"	"ENSMUSG00000120156"	NA	NA	NA	NA	"Gm32196"
"32576"	"ENSMUSG00000120258"	NA	NA	NA	NA	"Gm56596"
"32577"	"ENSMUSG00000087354"	NA	NA	NA	NA	"4930404I05Rik"
"32578"	"ENSMUSG00000120347"	NA	NA	NA	NA	"Gm56597"
"32579"	"ENSMUSG00000043298"	NA	NA	NA	NA	"Smco3"
"32580"	"ENSMUSG00000120071"	NA	NA	NA	NA	"Gm56598"
"32581"	"ENSMUSG00000120214"	NA	NA	NA	NA	"Gm56599"
"32582"	"ENSMUSG00000056612"	"ENSDARG00000044541"	0	"ortholog_many2many"	"ppp1r14ba"	"Ppp1r14b"
"32583"	"ENSMUSG00000056612"	"ENSDARG00000030161"	0	"ortholog_many2many"	"ppp1r14bb"	"Ppp1r14b"
"32584"	"ENSMUSG00000079184"	"ENSDARG00000005576"	1	"ortholog_one2one"	"mphosph8"	"Mphosph8"
"32585"	"ENSMUSG00000116610"	NA	NA	NA	NA	"Gm49678"
"32586"	"ENSMUSG00000109975"	NA	NA	NA	NA	"Gm19196"
"32587"	"ENSMUSG00000035062"	"ENSDARG00000015314"	1	"ortholog_one2one"	"zc4h2"	"Zc4h2"
"32588"	"ENSMUSG00000120432"	NA	NA	NA	NA	"Gm56600"
"32589"	"ENSMUSG00000120450"	NA	NA	NA	NA	"Gm41485"
"32590"	"ENSMUSG00000121487"	NA	NA	NA	NA	NA
"32591"	"ENSMUSG00000120462"	NA	NA	NA	NA	"Gm56602"
"32592"	"ENSMUSG00000107899"	NA	NA	NA	NA	"Gm44069"
"32593"	"ENSMUSG00000120128"	NA	NA	NA	NA	"Gm56604"
"32594"	"ENSMUSG00000049939"	"ENSDARG00000069402"	0	"ortholog_one2many"	"LRRC4"	"Lrrc4"
"32595"	"ENSMUSG00000049939"	"ENSDARG00000003020"	0	"ortholog_one2many"	"lrrc4.2"	"Lrrc4"
"32596"	"ENSMUSG00000120489"	NA	NA	NA	NA	"Gm17518"
"32597"	"ENSMUSG00000084421"	"ENSDARG00000080450"	0	"ortholog_one2many"	NA	"Gm25107"
"32598"	"ENSMUSG00000120515"	NA	NA	NA	NA	"Gm56605"
"32599"	"ENSMUSG00000067262"	"ENSDARG00000098601"	0	"ortholog_one2many"	"ora1"	"Vmn1r239-ps"
"32600"	"ENSMUSG00000120188"	NA	NA	NA	NA	"Gm56606"
"32601"	"ENSMUSG00000120519"	NA	NA	NA	NA	"Gm56607"
"32602"	"ENSMUSG00000120550"	NA	NA	NA	NA	"Gm30693"
"32603"	"ENSMUSG00000103899"	NA	NA	NA	NA	"Gm37940"
"32604"	"ENSMUSG00000120212"	NA	NA	NA	NA	"Gm41469"
"32605"	"ENSMUSG00000049001"	"ENSDARG00000062936"	0	"ortholog_one2one"	"ndnf"	"Ndnf"
"32606"	"ENSMUSG00000096468"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm16405"
"32607"	"ENSMUSG00000120080"	NA	NA	NA	NA	"Gm56608"
"32608"	"ENSMUSG00000020642"	"ENSDARG00000042557"	1	"ortholog_one2many"	"rnf144ab"	"Rnf144a"
"32609"	"ENSMUSG00000020642"	"ENSDARG00000020600"	1	"ortholog_one2many"	"rnf144aa"	"Rnf144a"
"32610"	"ENSMUSG00000116946"	NA	NA	NA	NA	"Gm41442"
"32611"	"ENSMUSG00000116831"	NA	NA	NA	NA	"Gm30505"
"32612"	"ENSMUSG00000094714"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm16430"
"32613"	"ENSMUSG00000056629"	NA	NA	NA	NA	"Fkbp2"
"32614"	"ENSMUSG00000065469"	NA	NA	NA	NA	"Mir129-1"
"32615"	"ENSMUSG00000082115"	NA	NA	NA	NA	"Gm15490"
"32616"	"ENSMUSG00000111313"	NA	NA	NA	NA	"Gm18942"
"32617"	"ENSMUSG00000097537"	NA	NA	NA	NA	"2610020C07Rik"
"32618"	"ENSMUSG00000030217"	"ENSDARG00000069998"	0	"ortholog_one2many"	NA	"Art4"
"32619"	"ENSMUSG00000019853"	"ENSDARG00000042630"	0	"ortholog_one2one"	"hebp2"	"Hebp2"
"32620"	"ENSMUSG00000031578"	"ENSDARG00000003527"	0	"ortholog_one2one"	"mak16"	"Mak16"
"32621"	"ENSMUSG00000099811"	NA	NA	NA	NA	"Gm28411"
"32622"	"ENSMUSG00000094975"	NA	NA	NA	NA	"Gm14595"
"32623"	"ENSMUSG00000005312"	NA	NA	NA	NA	"Ubqln1"
"32624"	"ENSMUSG00000101409"	NA	NA	NA	NA	"1700122D07Rik"
"32625"	"ENSMUSG00000026021"	"ENSDARG00000044267"	1	"ortholog_one2one"	"sumo1"	"Sumo1"
"32626"	"ENSMUSG00000083490"	NA	NA	NA	NA	"Gm14940"
"32627"	"ENSMUSG00000096135"	NA	NA	NA	NA	"Rps12-ps18"
"32628"	"ENSMUSG00000118442"	NA	NA	NA	NA	"Gm50465"
"32629"	"ENSMUSG00000095283"	NA	NA	NA	NA	"Astx1b"
"32630"	"ENSMUSG00000085689"	NA	NA	NA	NA	"Gm16838"
"32631"	"ENSMUSG00000059201"	NA	NA	NA	NA	"Lep"
"32632"	"ENSMUSG00000095017"	NA	NA	NA	NA	"Rps12-ps15"
"32633"	"ENSMUSG00000118468"	NA	NA	NA	NA	"Gm17361"
"32634"	"ENSMUSG00000109857"	NA	NA	NA	NA	"Gm53058"
"32635"	"ENSMUSG00000118470"	NA	NA	NA	NA	"Gm50485"
"32636"	"ENSMUSG00000111173"	NA	NA	NA	NA	"Gm48297"
"32637"	"ENSMUSG00000118475"	NA	NA	NA	NA	"Gm21616"
"32638"	"ENSMUSG00000019852"	"ENSDARG00000077656"	0	"ortholog_one2one"	"ARFGEF3"	"Arfgef3"
"32639"	"ENSMUSG00000095137"	NA	NA	NA	NA	"Rps12-ps17"
"32640"	"ENSMUSG00000064280"	"ENSDARG00000004794"	0	"ortholog_one2one"	"ccdc146"	"Ccdc146"
"32641"	"ENSMUSG00000085826"	NA	NA	NA	NA	"Gm15638"
"32642"	"ENSMUSG00000118432"	NA	NA	NA	NA	"Gm50486"
"32643"	"ENSMUSG00000094540"	NA	NA	NA	NA	"Astx4c"
"32644"	"ENSMUSG00000024962"	"ENSDARG00000090997"	0	"ortholog_many2many"	NA	"Vegfb"
"32645"	"ENSMUSG00000024962"	"ENSDARG00000092480"	0	"ortholog_many2many"	NA	"Vegfb"
"32646"	"ENSMUSG00000096763"	NA	NA	NA	NA	"Rps12-ps13"
"32647"	"ENSMUSG00000064436"	NA	NA	NA	NA	"Gm25589"
"32648"	"ENSMUSG00000118484"	NA	NA	NA	NA	"Gm17693"
"32649"	"ENSMUSG00000030218"	"ENSDARG00000086189"	0	"ortholog_one2one"	"mgp"	"Mgp"
"32650"	"ENSMUSG00000095008"	NA	NA	NA	NA	"Astx1c"
"32651"	"ENSMUSG00000116846"	NA	NA	NA	NA	"1810044K17Rik"
"32652"	"ENSMUSG00000114048"	NA	NA	NA	NA	"4930549C15Rik"
"32653"	"ENSMUSG00000095499"	NA	NA	NA	NA	"Rps12-ps14"
"32654"	"ENSMUSG00000118464"	NA	NA	NA	NA	"Gm17522"
"32655"	"ENSMUSG00000120652"	NA	NA	NA	NA	"Gm56609"
"32656"	"ENSMUSG00000116772"	NA	NA	NA	NA	"4930483P17Rik"
"32657"	"ENSMUSG00000094342"	NA	NA	NA	NA	"Gm17522"
"32658"	"ENSMUSG00000098771"	NA	NA	NA	NA	"Mir6538"
"32659"	"ENSMUSG00000026696"	"ENSDARG00000043510"	1	"ortholog_one2one"	"vamp4"	"Vamp4"
"32660"	"ENSMUSG00000113033"	NA	NA	NA	NA	"Gm47799"
"32661"	"ENSMUSG00000096897"	NA	NA	NA	NA	"Astx4d"
"32662"	"ENSMUSG00000096960"	NA	NA	NA	NA	"A230028O05Rik"
"32663"	"ENSMUSG00000020641"	"ENSDARG00000004952"	1	"ortholog_one2one"	"rsad2"	"Rsad2"
"32664"	"ENSMUSG00000120085"	NA	NA	NA	NA	"Gm4827"
"32665"	"ENSMUSG00000096437"	NA	NA	NA	NA	"Rps12-ps16"
"32666"	"ENSMUSG00000095563"	NA	NA	NA	NA	"Astx3"
"32667"	"ENSMUSG00000120634"	NA	NA	NA	NA	"Gm56611"
"32668"	"ENSMUSG00000048400"	"ENSDARG00000051890"	0	"ortholog_one2many"	NA	"Prss54"
"32669"	"ENSMUSG00000099411"	NA	NA	NA	NA	"2310015D24Rik"
"32670"	"ENSMUSG00000093814"	NA	NA	NA	NA	"Gm9637"
"32671"	"ENSMUSG00000083294"	NA	NA	NA	NA	"Gm14957"
"32672"	"ENSMUSG00000114252"	NA	NA	NA	NA	"Gm5630"
"32673"	"ENSMUSG00000114877"	NA	NA	NA	NA	"Gm33022"
"32674"	"ENSMUSG00000081736"	NA	NA	NA	NA	"Gm14971"
"32675"	"ENSMUSG00000114919"	NA	NA	NA	NA	"Gm6122"
"32676"	"ENSMUSG00000082611"	NA	NA	NA	NA	"Gm7746"
"32677"	"ENSMUSG00000030219"	NA	NA	NA	NA	"Erp27"
"32678"	"ENSMUSG00000114304"	NA	NA	NA	NA	"Gm48099"
"32679"	"ENSMUSG00000031438"	"ENSDARG00000016867"	0	"ortholog_one2many"	"rnf128a"	"Rnf128"
"32680"	"ENSMUSG00000031438"	"ENSDARG00000029890"	0	"ortholog_one2many"	NA	"Rnf128"
"32681"	"ENSMUSG00000120420"	NA	NA	NA	NA	"Gm56612"
"32682"	"ENSMUSG00000114906"	NA	NA	NA	NA	"Gm48098"
"32683"	"ENSMUSG00000091557"	NA	NA	NA	NA	"Gm8584"
"32684"	"ENSMUSG00000116957"	NA	NA	NA	NA	"Gm34680"
"32685"	"ENSMUSG00000097318"	NA	NA	NA	NA	"1700007L15Rik"
"32686"	"ENSMUSG00000091929"	NA	NA	NA	NA	"Gm8582"
"32687"	"ENSMUSG00000114819"	NA	NA	NA	NA	"Gm48785"
