"ensembl_gene_id"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"external_gene_name"
"21213"	"ENSDARG00000070433"	"ENSMUSG00000034216"	"Vps18"	"vps18"
"21214"	"ENSDARG00000102144"	"ENSMUSG00000030960"	"Eef1akmt2"	"eef1akmt2"
"21215"	"ENSDARG00000039325"	NA	NA	"pmepa1"
"21216"	"ENSDARG00000043569"	NA	NA	NA
"21217"	"ENSDARG00000056949"	"ENSMUSG00000024798"	"Htr7"	NA
"21218"	"ENSDARG00000087910"	"ENSMUSG00000078794"	"Dact3"	NA
"21219"	"ENSDARG00000036695"	"ENSMUSG00000023055"	"Calcoco1"	"calcoco1a"
"21220"	"ENSDARG00000097152"	NA	NA	NA
"21221"	"ENSDARG00000069453"	NA	NA	"zgc:113314"
"21222"	"ENSDARG00000094314"	NA	NA	NA
"21223"	"ENSDARG00000093252"	NA	NA	NA
"21224"	"ENSDARG00000058461"	"ENSMUSG00000034525"	"Ice1"	"ice1"
"21225"	"ENSDARG00000018178"	"ENSMUSG00000029171"	"Pgm2"	"pgm2"
"21226"	"ENSDARG00000043561"	NA	NA	"psmc1b"
"21227"	"ENSDARG00000000760"	"ENSMUSG00000025470"	"Zfp511"	"znf511"
"21228"	"ENSDARG00000097442"	NA	NA	NA
"21229"	"ENSDARG00000027182"	"ENSMUSG00000026171"	"Rnf25"	"rnf25"
"21230"	"ENSDARG00000012072"	"ENSMUSG00000054894"	"Dmac2l"	"dmac2l"
"21231"	"ENSDARG00000098032"	NA	NA	NA
"21232"	"ENSDARG00000035904"	"ENSMUSG00000032291"	"Crabp1"	"crabp1b"
"21233"	"ENSDARG00000095870"	NA	NA	NA
"21234"	"ENSDARG00000099291"	"ENSMUSG00000001247"	"Lsr"	"lsr"
"21235"	"ENSDARG00000092487"	NA	NA	NA
"21236"	"ENSDARG00000018698"	"ENSMUSG00000032185"	"Carm1"	"carm1"
"21237"	"ENSDARG00000090727"	"ENSMUSG00000034818"	"Celf5"	NA
"21238"	"ENSDARG00000036785"	NA	NA	"si:ch211-226m16.2"
"21239"	"ENSDARG00000068926"	NA	NA	"si:ch211-137a8.2"
"21240"	"ENSDARG00000096870"	NA	NA	NA
"21241"	"ENSDARG00000069957"	NA	NA	"zgc:162936"
"21242"	"ENSDARG00000105437"	NA	NA	NA
"21243"	"ENSDARG00000094436"	NA	NA	NA
"21244"	"ENSDARG00000079785"	NA	NA	"si:dkeyp-73a2.2"
"21245"	"ENSDARG00000056639"	NA	NA	"carmil2"
"21246"	"ENSDARG00000116658"	NA	NA	NA
"21247"	"ENSDARG00000058535"	"ENSMUSG00000019429"	"Ffar3"	"si:dkey-211g8.7"
"21248"	"ENSDARG00000058535"	"ENSMUSG00000051314"	"Ffar2"	"si:dkey-211g8.7"
"21249"	"ENSDARG00000004297"	"ENSMUSG00000034168"	"Irf2bpl"	"irf2bpl"
"21250"	"ENSDARG00000005612"	"ENSMUSG00000053040"	"Aph1c"	"aph1b"
"21251"	"ENSDARG00000005612"	"ENSMUSG00000032375"	"Aph1b"	"aph1b"
"21252"	"ENSDARG00000076622"	"ENSMUSG00000022533"	"Atp13a3"	NA
"21253"	"ENSDARG00000056862"	"ENSMUSG00000032534"	"Cep63"	"cep63"
"21254"	"ENSDARG00000044038"	"ENSMUSG00000075327"	"Zbtb2"	"zbtb2a"
"21255"	"ENSDARG00000079782"	"ENSMUSG00000053093"	"Myh7"	"myh7l"
"21256"	"ENSDARG00000098815"	NA	NA	NA
"21257"	"ENSDARG00000091212"	NA	NA	"si:dkey-192p21.6"
"21258"	"ENSDARG00000096317"	NA	NA	NA
"21259"	"ENSDARG00000009505"	"ENSMUSG00000016257"	"Prelid3b"	"prelid3b"
"21260"	"ENSDARG00000077013"	NA	NA	NA
"21261"	"ENSDARG00000016868"	NA	NA	"rhobtb4"
"21262"	"ENSDARG00000044011"	"ENSMUSG00000031258"	"Xkrx"	"xkrx"
"21263"	"ENSDARG00000045885"	"ENSMUSG00000033228"	"Scaf11"	NA
"21264"	"ENSDARG00000088036"	"ENSMUSG00000053080"	"Zfta"	NA
"21265"	"ENSDARG00000092875"	NA	NA	NA
"21266"	"ENSDARG00000073850"	"ENSMUSG00000022475"	"Hdac7"	NA
"21267"	"ENSDARG00000069538"	"ENSMUSG00000035666"	"Gtf3c4"	"GTF3C4"
"21268"	"ENSDARG00000097772"	"ENSMUSG00000034601"	"2700049A03Rik"	"si:ch211-185a18.2"
"21269"	"ENSDARG00000095752"	NA	NA	NA
"21270"	"ENSDARG00000114345"	NA	NA	NA
"21271"	"ENSDARG00000043976"	"ENSMUSG00000024360"	"Etf1"	"etf1b"
"21272"	"ENSDARG00000070351"	"ENSMUSG00000001656"	"Hoxc11"	"hoxc11a"
"21273"	"ENSDARG00000104073"	NA	NA	NA
"21274"	"ENSDARG00000097255"	NA	NA	NA
"21275"	"ENSDARG00000007097"	"ENSMUSG00000067071"	"Hes6"	"her13"
"21276"	"ENSDARG00000043685"	NA	NA	"nabp1b"
"21277"	"ENSDARG00000037777"	"ENSMUSG00000026201"	"Stk16"	"stk16"
"21278"	"ENSDARG00000102431"	NA	NA	NA
"21279"	"ENSDARG00000036493"	"ENSMUSG00000037028"	"Pramel18"	NA
"21280"	"ENSDARG00000036493"	"ENSMUSG00000096139"	"Pramel50"	NA
"21281"	"ENSDARG00000036493"	"ENSMUSG00000078626"	"Gm12790"	NA
"21282"	"ENSDARG00000036493"	"ENSMUSG00000078512"	"Pramel11"	NA
"21283"	"ENSDARG00000036493"	"ENSMUSG00000033728"	"Lrrc14"	NA
"21284"	"ENSDARG00000036493"	"ENSMUSG00000072822"	"Pramel37"	NA
"21285"	"ENSDARG00000036493"	"ENSMUSG00000079424"	"Pramel47"	NA
"21286"	"ENSDARG00000036493"	"ENSMUSG00000073721"	"Pramel15"	NA
"21287"	"ENSDARG00000036493"	"ENSMUSG00000095475"	NA	NA
"21288"	"ENSDARG00000036493"	"ENSMUSG00000070618"	"Pramel20"	NA
"21289"	"ENSDARG00000036493"	"ENSMUSG00000094474"	NA	NA
"21290"	"ENSDARG00000036493"	"ENSMUSG00000025839"	"Pramel7"	NA
"21291"	"ENSDARG00000036493"	"ENSMUSG00000028591"	"Pramel13"	NA
"21292"	"ENSDARG00000036493"	"ENSMUSG00000046262"	"Pramel29"	NA
"21293"	"ENSDARG00000036493"	"ENSMUSG00000031411"	"Pramex1"	NA
"21294"	"ENSDARG00000036493"	"ENSMUSG00000035201"	"Pramel17"	NA
"21295"	"ENSDARG00000036493"	"ENSMUSG00000078511"	"Pramel16"	NA
"21296"	"ENSDARG00000036493"	"ENSMUSG00000070619"	"Pramel31"	NA
"21297"	"ENSDARG00000036493"	"ENSMUSG00000096154"	"Gm13057"	NA
"21298"	"ENSDARG00000036493"	"ENSMUSG00000067360"	"Pramel3a"	NA
"21299"	"ENSDARG00000036493"	"ENSMUSG00000073723"	"Gm13102"	NA
"21300"	"ENSDARG00000036493"	"ENSMUSG00000096550"	"Gm16367"	NA
"21301"	"ENSDARG00000036493"	"ENSMUSG00000095503"	"Pramel43"	NA
"21302"	"ENSDARG00000036493"	"ENSMUSG00000050810"	"Oog3"	NA
"21303"	"ENSDARG00000036493"	"ENSMUSG00000096236"	NA	NA
"21304"	"ENSDARG00000036493"	"ENSMUSG00000096756"	NA	NA
"21305"	"ENSDARG00000036493"	"ENSMUSG00000078508"	"Pramel30"	NA
"21306"	"ENSDARG00000036493"	"ENSMUSG00000025838"	"Pramel6"	NA
"21307"	"ENSDARG00000036493"	"ENSMUSG00000046435"	"Pramel24"	NA
"21308"	"ENSDARG00000036493"	"ENSMUSG00000078513"	"Pramel22"	NA
"21309"	"ENSDARG00000036493"	"ENSMUSG00000074011"	"Pramel41"	NA
"21310"	"ENSDARG00000036493"	"ENSMUSG00000070686"	"Pramel34"	NA
"21311"	"ENSDARG00000036493"	"ENSMUSG00000070617"	"Pramel23"	NA
"21312"	"ENSDARG00000036493"	"ENSMUSG00000096508"	"Pramel3b"	NA
"21313"	"ENSDARG00000036493"	"ENSMUSG00000095074"	"Pramel42"	NA
"21314"	"ENSDARG00000036493"	"ENSMUSG00000094172"	NA	NA
"21315"	"ENSDARG00000036493"	"ENSMUSG00000059218"	"Pramel26"	NA
"21316"	"ENSDARG00000036493"	"ENSMUSG00000094855"	NA	NA
"21317"	"ENSDARG00000036493"	"ENSMUSG00000094043"	"Pramel49"	NA
"21318"	"ENSDARG00000036493"	"ENSMUSG00000094887"	NA	NA
"21319"	"ENSDARG00000036493"	"ENSMUSG00000078510"	"Pramel28"	NA
"21320"	"ENSDARG00000036493"	"ENSMUSG00000095996"	"Pramel60"	NA
"21321"	"ENSDARG00000036493"	"ENSMUSG00000066027"	"Pramel51"	NA
"21322"	"ENSDARG00000036493"	"ENSMUSG00000095954"	"Pramel56"	NA
"21323"	"ENSDARG00000036493"	"ENSMUSG00000070616"	"Gm13040"	NA
"21324"	"ENSDARG00000036493"	"ENSMUSG00000095409"	"Gm13043"	NA
"21325"	"ENSDARG00000036493"	"ENSMUSG00000094722"	NA	NA
"21326"	"ENSDARG00000036493"	"ENSMUSG00000041805"	"Pramel1"	NA
"21327"	"ENSDARG00000036493"	"ENSMUSG00000066688"	"Pramel21"	NA
"21328"	"ENSDARG00000036493"	"ENSMUSG00000078625"	"Gm12789"	NA
"21329"	"ENSDARG00000036493"	"ENSMUSG00000046133"	"C130073F10Rik"	NA
"21330"	"ENSDARG00000036493"	"ENSMUSG00000095763"	NA	NA
"21331"	"ENSDARG00000036493"	"ENSMUSG00000078509"	"Pramel14"	NA
"21332"	"ENSDARG00000036493"	"ENSMUSG00000094791"	NA	NA
"21333"	"ENSDARG00000036493"	"ENSMUSG00000072814"	"Pramel54"	NA
"21334"	"ENSDARG00000036493"	"ENSMUSG00000095570"	NA	NA
"21335"	"ENSDARG00000036493"	"ENSMUSG00000054994"	"Pramel3e"	NA
"21336"	"ENSDARG00000036493"	"ENSMUSG00000096259"	"Pramel38"	NA
"21337"	"ENSDARG00000036493"	"ENSMUSG00000096066"	"Pramel46"	NA
"21338"	"ENSDARG00000036493"	"ENSMUSG00000038330"	"Pramel32"	NA
"21339"	"ENSDARG00000036493"	"ENSMUSG00000066030"	"Oog2"	NA
"21340"	"ENSDARG00000036493"	"ENSMUSG00000072821"	"Pramel53"	NA
"21341"	"ENSDARG00000036493"	"ENSMUSG00000072813"	"Pramel55"	NA
"21342"	"ENSDARG00000036493"	"ENSMUSG00000095523"	NA	NA
"21343"	"ENSDARG00000036493"	"ENSMUSG00000094195"	"Pramel44"	NA
"21344"	"ENSDARG00000036493"	"ENSMUSG00000070677"	"Pramel48"	NA
"21345"	"ENSDARG00000036493"	"ENSMUSG00000094004"	"Pramel3c"	NA
"21346"	"ENSDARG00000036493"	"ENSMUSG00000096680"	NA	NA
"21347"	"ENSDARG00000036493"	"ENSMUSG00000046862"	"Pramel12"	NA
"21348"	"ENSDARG00000036493"	"ENSMUSG00000091585"	NA	NA
"21349"	"ENSDARG00000036493"	"ENSMUSG00000094836"	NA	NA
"21350"	"ENSDARG00000036493"	"ENSMUSG00000094337"	NA	NA
"21351"	"ENSDARG00000036493"	"ENSMUSG00000079423"	"Pramel57"	NA
"21352"	"ENSDARG00000036493"	"ENSMUSG00000096276"	"Gm2042"	NA
"21353"	"ENSDARG00000036493"	"ENSMUSG00000095666"	NA	NA
"21354"	"ENSDARG00000036493"	"ENSMUSG00000096044"	"Pramel33"	NA
"21355"	"ENSDARG00000036493"	"ENSMUSG00000094383"	NA	NA
"21356"	"ENSDARG00000036493"	"ENSMUSG00000073724"	"Pramel4"	NA
"21357"	"ENSDARG00000036493"	"ENSMUSG00000079432"	"Pramel3d"	NA
"21358"	"ENSDARG00000036493"	"ENSMUSG00000096576"	"Oog1"	NA
"21359"	"ENSDARG00000036493"	"ENSMUSG00000094303"	NA	NA
"21360"	"ENSDARG00000036493"	"ENSMUSG00000070890"	"Pramel19"	NA
"21361"	"ENSDARG00000036493"	"ENSMUSG00000095505"	NA	NA
"21362"	"ENSDARG00000036493"	"ENSMUSG00000096728"	NA	NA
"21363"	"ENSDARG00000036493"	"ENSMUSG00000092166"	"Pramel45"	NA
"21364"	"ENSDARG00000036493"	"ENSMUSG00000096230"	"Pramel36"	NA
"21365"	"ENSDARG00000036493"	"ENSMUSG00000107392"	"Pramel35"	NA
"21366"	"ENSDARG00000036493"	"ENSMUSG00000074720"	NA	NA
"21367"	"ENSDARG00000036493"	"ENSMUSG00000094741"	NA	NA
"21368"	"ENSDARG00000036493"	"ENSMUSG00000029451"	"Pramel27"	NA
"21369"	"ENSDARG00000036493"	"ENSMUSG00000036749"	"Pramel5"	NA
"21370"	"ENSDARG00000036493"	"ENSMUSG00000047799"	"Oog4"	NA
"21371"	"ENSDARG00000036493"	"ENSMUSG00000095718"	"Pramel40"	NA
"21372"	"ENSDARG00000036493"	"ENSMUSG00000066031"	"Pramel25"	NA
"21373"	"ENSDARG00000074544"	NA	NA	NA
"21374"	"ENSDARG00000007369"	"ENSMUSG00000055799"	"Tcf7l1"	"tcf7l1b"
"21375"	"ENSDARG00000071164"	"ENSMUSG00000079036"	"Alkbh1"	"alkbh1"
"21376"	"ENSDARG00000105334"	NA	NA	NA
"21377"	"ENSDARG00000070348"	"ENSMUSG00000022484"	"Hoxc10"	"hoxc10a"
"21378"	"ENSDARG00000092161"	NA	NA	"si:dkey-261e22.4"
"21379"	"ENSDARG00000097627"	NA	NA	NA
"21380"	"ENSDARG00000096770"	NA	NA	NA
"21381"	"ENSDARG00000113451"	NA	NA	NA
"21382"	"ENSDARG00000070434"	"ENSMUSG00000034226"	"Rhov"	"rhov"
"21383"	"ENSDARG00000080019"	"ENSMUSG00000035898"	"Uba6"	"UBA6"
"21384"	"ENSDARG00000104107"	"ENSMUSG00000054160"	"Nkx2-4"	"nkx2.4b"
"21385"	"ENSDARG00000039931"	"ENSMUSG00000028982"	"Slc25a33"	"slc25a33"
"21386"	"ENSDARG00000099036"	NA	NA	NA
"21387"	"ENSDARG00000075057"	"ENSMUSG00000021023"	"Prorp"	"PRORP"
"21388"	"ENSDARG00000096956"	NA	NA	NA
"21389"	"ENSDARG00000093646"	NA	NA	NA
"21390"	"ENSDARG00000097180"	NA	NA	NA
"21391"	"ENSDARG00000115263"	NA	NA	NA
"21392"	"ENSDARG00000041159"	NA	NA	NA
"21393"	"ENSDARG00000045075"	NA	NA	"tmem106a"
"21394"	"ENSDARG00000059139"	"ENSMUSG00000071192"	"Wfikkn1"	NA
"21395"	"ENSDARG00000070346"	"ENSMUSG00000001657"	"Hoxc8"	"hoxc8a"
"21396"	"ENSDARG00000077188"	"ENSMUSG00000054843"	"Atrnl1"	"ATRNL1"
"21397"	"ENSDARG00000103439"	NA	NA	NA
"21398"	"ENSDARG00000077652"	"ENSMUSG00000024973"	"Plaat5"	"lratb.2"
"21399"	"ENSDARG00000077652"	"ENSMUSG00000060675"	"Plaat3"	"lratb.2"
"21400"	"ENSDARG00000091996"	NA	NA	"tcnbb"
"21401"	"ENSDARG00000111249"	NA	NA	NA
"21402"	"ENSDARG00000010250"	"ENSMUSG00000003849"	"Nqo1"	"nqo1"
"21403"	"ENSDARG00000102184"	"ENSMUSG00000024294"	"Mib1"	"mib1"
"21404"	"ENSDARG00000061993"	"ENSMUSG00000042729"	"Wdr74"	"wdr74"
"21405"	"ENSDARG00000074184"	"ENSMUSG00000041444"	"Arhgap32"	"ARHGAP32"
"21406"	"ENSDARG00000113096"	NA	NA	NA
"21407"	"ENSDARG00000012485"	"ENSMUSG00000027496"	"Aurka"	"aurka"
"21408"	"ENSDARG00000070338"	"ENSMUSG00000075394"	"Hoxc4"	"hoxc4a"
"21409"	"ENSDARG00000028786"	"ENSMUSG00000036599"	"Chst12"	"chst12a"
"21410"	"ENSDARG00000053571"	"ENSMUSG00000057134"	"Ado"	"adob"
"21411"	"ENSDARG00000096948"	NA	NA	NA
"21412"	"ENSDARG00000075706"	NA	NA	NA
"21413"	"ENSDARG00000096594"	NA	NA	NA
"21414"	"ENSDARG00000070050"	"ENSMUSG00000027996"	"Sfrp2"	"sfrp2"
"21415"	"ENSDARG00000068256"	"ENSMUSG00000031568"	"Rwdd4a"	"rwdd"
"21416"	"ENSDARG00000071468"	"ENSMUSG00000034932"	"Mrpl54"	"mrpl54"
"21417"	"ENSDARG00000096964"	NA	NA	NA
"21418"	"ENSDARG00000024717"	"ENSMUSG00000068874"	"Selenbp1"	"selenbp1"
"21419"	"ENSDARG00000024717"	"ENSMUSG00000068877"	"Selenbp2"	"selenbp1"
"21420"	"ENSDARG00000103343"	NA	NA	NA
"21421"	"ENSDARG00000070343"	"ENSMUSG00000001661"	"Hoxc6"	"hoxc6a"
"21422"	"ENSDARG00000103101"	NA	NA	"ndufc1"
"21423"	"ENSDARG00000017799"	"ENSMUSG00000022218"	"Tgm1"	"TGM1"
"21424"	"ENSDARG00000033382"	"ENSMUSG00000036586"	"Grifin"	"grifin"
"21425"	"ENSDARG00000044684"	NA	NA	"rbp4l"
"21426"	"ENSDARG00000104660"	NA	NA	NA
"21427"	"ENSDARG00000074910"	"ENSMUSG00000027936"	"Crtc2"	NA
"21428"	"ENSDARG00000033345"	"ENSMUSG00000038070"	"Cntln"	NA
"21429"	"ENSDARG00000079796"	"ENSMUSG00000037669"	"Ldah"	"ldah"
"21430"	"ENSDARG00000095708"	NA	NA	NA
"21431"	"ENSDARG00000046127"	"ENSMUSG00000035824"	"Tk2"	"tk2"
"21432"	"ENSDARG00000034522"	"ENSMUSG00000032549"	"Rab6b"	"rab6ba"
"21433"	"ENSDARG00000042660"	"ENSMUSG00000003039"	"Fam32a"	"fam32a"
"21434"	"ENSDARG00000043972"	"ENSMUSG00000021022"	"Ppp2r3c"	"ppp2r3c"
"21435"	"ENSDARG00000094148"	NA	NA	NA
"21436"	"ENSDARG00000102917"	NA	NA	NA
"21437"	"ENSDARG00000036967"	"ENSMUSG00000027333"	"Smox"	"smox"
"21438"	"ENSDARG00000043089"	"ENSMUSG00000025701"	"Alox5"	"alox5b.2"
"21439"	"ENSDARG00000092809"	"ENSMUSG00000036139"	"Hoxc9"	"hoxc9a"
"21440"	"ENSDARG00000094423"	NA	NA	NA
"21441"	"ENSDARG00000043154"	"ENSMUSG00000033685"	"Ucp2"	"ucp2"
"21442"	"ENSDARG00000071709"	"ENSMUSG00000038976"	"Ppp1r9b"	"PPP1R9B"
"21443"	"ENSDARG00000019160"	"ENSMUSG00000013646"	"Sh3bp5l"	"sh3bp5la"
"21444"	"ENSDARG00000017821"	"ENSMUSG00000015627"	"Gata5"	"gata5"
"21445"	"ENSDARG00000020647"	"ENSMUSG00000038324"	"Trpc4ap"	"trpc4apb"
"21446"	"ENSDARG00000037267"	NA	NA	"zgc:158263"
"21447"	"ENSDARG00000029832"	"ENSMUSG00000046959"	"Slc26a1"	"slc26a1"
"21448"	"ENSDARG00000007099"	NA	NA	"gjc4b"
"21449"	"ENSDARG00000096863"	NA	NA	NA
"21450"	"ENSDARG00000094560"	NA	NA	NA
"21451"	"ENSDARG00000101744"	"ENSMUSG00000040028"	"Elavl1"	"elavl1b"
"21452"	"ENSDARG00000098831"	"ENSMUSG00000003809"	"Gcdh"	"gcdhb"
"21453"	"ENSDARG00000097150"	NA	NA	NA
"21454"	"ENSDARG00000044102"	"ENSMUSG00000028840"	"Zfp593"	"znf593"
"21455"	"ENSDARG00000070352"	"ENSMUSG00000050328"	"Hoxc12"	"hoxc12a"
"21456"	"ENSDARG00000095748"	NA	NA	NA
"21457"	"ENSDARG00000097481"	NA	NA	NA
"21458"	"ENSDARG00000093629"	NA	NA	NA
"21459"	"ENSDARG00000091535"	"ENSMUSG00000058690"	"Ccser2"	NA
"21460"	"ENSDARG00000026796"	"ENSMUSG00000019828"	"Grm1"	"GRM1"
"21461"	"ENSDARG00000096963"	NA	NA	NA
"21462"	"ENSDARG00000053364"	NA	NA	"pax10"
"21463"	"ENSDARG00000095973"	NA	NA	NA
"21464"	"ENSDARG00000016086"	"ENSMUSG00000038780"	"Smurf1"	"smurf1"
"21465"	"ENSDARG00000062788"	NA	NA	"irg1l"
"21466"	"ENSDARG00000021891"	"ENSMUSG00000028042"	"Zbtb7b"	"zbtb7b"
"21467"	"ENSDARG00000041915"	"ENSMUSG00000053963"	"Stum"	"stum"
"21468"	"ENSDARG00000097082"	NA	NA	"im:7152348"
"21469"	"ENSDARG00000024124"	"ENSMUSG00000038806"	"Sde2"	"sde2"
"21470"	"ENSDARG00000097935"	NA	NA	NA
"21471"	"ENSDARG00000097551"	NA	NA	NA
"21472"	"ENSDARG00000112070"	NA	NA	NA
"21473"	"ENSDARG00000095066"	NA	NA	NA
"21474"	"ENSDARG00000007715"	"ENSMUSG00000050217"	"Lgsn"	"lgsn"
"21475"	"ENSDARG00000079504"	"ENSMUSG00000029020"	"Mfn2"	"mfn2"
"21476"	"ENSDARG00000075139"	"ENSMUSG00000008855"	"Hdac5"	"HDAC5"
"21477"	"ENSDARG00000099876"	NA	NA	NA
"21478"	"ENSDARG00000062711"	"ENSMUSG00000049721"	"Gal3st1"	"gal3st1a"
"21479"	"ENSDARG00000004260"	NA	NA	NA
"21480"	"ENSDARG00000060149"	"ENSMUSG00000025085"	"Ablim1"	"ablim1a"
"21481"	"ENSDARG00000099578"	NA	NA	NA
"21482"	"ENSDARG00000075245"	"ENSMUSG00000042055"	"Wdr11"	"wdr11"
"21483"	"ENSDARG00000004082"	NA	NA	"gja2"
"21484"	"ENSDARG00000069033"	NA	NA	"pimr51"
"21485"	"ENSDARG00000095059"	NA	NA	NA
"21486"	"ENSDARG00000092919"	"ENSMUSG00000004948"	"Zp3"	"zp3c"
"21487"	"ENSDARG00000092919"	"ENSMUSG00000055933"	"Oosp3"	"zp3c"
"21488"	"ENSDARG00000087249"	NA	NA	NA
"21489"	"ENSDARG00000060016"	NA	NA	NA
"21490"	"ENSDARG00000102698"	NA	NA	NA
"21491"	"ENSDARG00000070723"	"ENSMUSG00000000399"	"Ndufa9"	"ndufa9a"
"21492"	"ENSDARG00000101133"	NA	NA	NA
"21493"	"ENSDARG00000012407"	"ENSMUSG00000020346"	"Mgat1"	"mgat1a"
"21494"	"ENSDARG00000052594"	"ENSMUSG00000017837"	"Nkiras2"	"nkiras2"
"21495"	"ENSDARG00000051902"	"ENSMUSG00000060098"	"Prmt7"	"prmt7"
"21496"	"ENSDARG00000035553"	"ENSMUSG00000047797"	"Gjb1"	"gjb1a"
"21497"	"ENSDARG00000079369"	"ENSMUSG00000021054"	"Sgpp1"	NA
"21498"	"ENSDARG00000086494"	NA	NA	NA
"21499"	"ENSDARG00000115106"	"ENSMUSG00000068329"	"Htra2"	"HTRA2"
"21500"	"ENSDARG00000101900"	"ENSMUSG00000027433"	"Xrn2"	"xrn2"
"21501"	"ENSDARG00000095789"	NA	NA	NA
"21502"	"ENSDARG00000096942"	NA	NA	NA
"21503"	"ENSDARG00000096637"	NA	NA	NA
"21504"	"ENSDARG00000058154"	"ENSMUSG00000014198"	"Zfp385c"	"ZNF385C"
"21505"	"ENSDARG00000043157"	"ENSMUSG00000030708"	"Dnajb13"	"dnajb13"
"21506"	"ENSDARG00000060656"	NA	NA	"si:ch211-10a23.2"
"21507"	"ENSDARG00000004115"	"ENSMUSG00000036620"	"Mgat4b"	"mgat4b"
"21508"	"ENSDARG00000094100"	NA	NA	NA
"21509"	"ENSDARG00000092745"	NA	NA	NA
"21510"	"ENSDARG00000098284"	"ENSMUSG00000048644"	"Ctxn1"	"CTXN1"
"21511"	"ENSDARG00000091388"	"ENSMUSG00000027322"	"Siglec1"	NA
"21512"	"ENSDARG00000097532"	NA	NA	NA
"21513"	"ENSDARG00000021372"	"ENSMUSG00000037573"	"Tob1"	"tob1b"
"21514"	"ENSDARG00000007377"	"ENSMUSG00000011179"	"Odc1"	"odc1"
"21515"	"ENSDARG00000035514"	"ENSMUSG00000014725"	"Adam28"	"adam28"
"21516"	"ENSDARG00000055831"	NA	NA	NA
"21517"	"ENSDARG00000062192"	"ENSMUSG00000042473"	"Tbc1d8b"	"tbc1d8b"
"21518"	"ENSDARG00000038618"	"ENSMUSG00000028607"	"Cpt2"	"cpt2"
"21519"	"ENSDARG00000043480"	"ENSMUSG00000041238"	"Rbbp8"	"rbbp8"
"21520"	"ENSDARG00000027187"	"ENSMUSG00000030801"	"Kat8"	"kat8"
"21521"	"ENSDARG00000095093"	NA	NA	"pimr50"
"21522"	"ENSDARG00000005945"	NA	NA	"sart1"
"21523"	"ENSDARG00000077431"	"ENSMUSG00000068284"	"Usf3"	"USF3"
"21524"	"ENSDARG00000110637"	NA	NA	NA
"21525"	"ENSDARG00000079035"	NA	NA	NA
"21526"	"ENSDARG00000074985"	"ENSMUSG00000065990"	"Aurkaip1"	"aurkaip1"
"21527"	"ENSDARG00000105052"	"ENSMUSG00000026368"	"F13b"	"cfhl5"
"21528"	"ENSDARG00000091997"	NA	NA	"si:ch211-284e13.11"
"21529"	"ENSDARG00000001930"	"ENSMUSG00000043929"	"Klhl15"	"klhl15"
"21530"	"ENSDARG00000076280"	"ENSMUSG00000061718"	"Ppp1r1b"	"ppp1r1b"
"21531"	"ENSDARG00000098095"	NA	NA	NA
"21532"	"ENSDARG00000074690"	"ENSMUSG00000030402"	"Ppm1n"	NA
"21533"	"ENSDARG00000074690"	"ENSMUSG00000002228"	"Ppm1j"	NA
"21534"	"ENSDARG00000074690"	"ENSMUSG00000020253"	"Ppm1m"	NA
"21535"	"ENSDARG00000101127"	NA	NA	"map1lc3b"
"21536"	"ENSDARG00000071478"	NA	NA	"lnx2b"
"21537"	"ENSDARG00000032285"	NA	NA	"zgc:113294"
"21538"	"ENSDARG00000031269"	"ENSMUSG00000041528"	"Rnf123"	"RNF123"
"21539"	"ENSDARG00000053554"	"ENSMUSG00000027242"	"Wdr76"	"wdr76"
"21540"	"ENSDARG00000036293"	"ENSMUSG00000000884"	"Gnb1l"	"gnb1l"
"21541"	"ENSDARG00000058148"	"ENSMUSG00000014195"	"Dnajc7"	"dnajc7"
"21542"	"ENSDARG00000005972"	"ENSMUSG00000035620"	"Ric8b"	"ric8b"
"21543"	"ENSDARG00000094626"	NA	NA	NA
"21544"	"ENSDARG00000111799"	NA	NA	NA
"21545"	"ENSDARG00000093408"	NA	NA	NA
"21546"	"ENSDARG00000102456"	"ENSMUSG00000026368"	"F13b"	"cfhl4"
"21547"	"ENSDARG00000094962"	NA	NA	NA
"21548"	"ENSDARG00000093821"	NA	NA	"si:ch211-110p13.9"
"21549"	"ENSDARG00000095376"	NA	NA	NA
"21550"	"ENSDARG00000004227"	"ENSMUSG00000041741"	"Pde3a"	"PDE3A"
"21551"	"ENSDARG00000074819"	NA	NA	NA
"21552"	"ENSDARG00000052419"	"ENSMUSG00000034647"	"Ankrd12"	"ankrd12"
"21553"	"ENSDARG00000027131"	"ENSMUSG00000026188"	"Tmem169"	"tmem169a"
"21554"	"ENSDARG00000097803"	"ENSMUSG00000047635"	"Mtrfr"	"mtrfr"
"21555"	"ENSDARG00000098027"	NA	NA	NA
"21556"	"ENSDARG00000087828"	"ENSMUSG00000044453"	"Ffar1"	NA
"21557"	"ENSDARG00000069893"	"ENSMUSG00000057342"	"Sphk2"	NA
"21558"	"ENSDARG00000053858"	NA	NA	"crip1"
"21559"	"ENSDARG00000079278"	NA	NA	"zgc:174877"
"21560"	"ENSDARG00000108987"	NA	NA	NA
"21561"	"ENSDARG00000005394"	"ENSMUSG00000020661"	"Dnmt3a"	"dnmt3aa"
"21562"	"ENSDARG00000097493"	NA	NA	"itgb3bp"
"21563"	"ENSDARG00000020602"	NA	NA	"grk7a"
"21564"	"ENSDARG00000105386"	NA	NA	NA
